,Year,State,Population,Index,Violent,Property,Murder,Rape,Robbery,Aggravated Assault,Burglary,Larceny-Theft,Vehicle Theft
569,1988,GA,6401000,404965,42589,362376,748,2970,15593,23278,103106,223768,35502
570,1989,GA,6436000,455225,47357,407868,820,3150,17450,25937,110215,255578,42075
571,1990,GA,6478216,438161,48996,389165,767,3472,17067,27690,104905,240623,43637
572,1991,GA,6623000,430059,48894,381165,849,2800,17762,27483,100317,240359,40489
573,1992,GA,6751000,432430,49496,382934,741,3057,16863,28835,97402,246619,38913
574,1993,GA,6917000,428367,50019,378348,789,2448,17154,29628,90423,246849,41076
575,1994,GA,7055000,424029,47103,376926,703,2448,15703,28249,81406,256208,39312
576,1995,GA,7201000,432322,47317,385005,683,2539,14777,29318,76324,264872,43809
577,1996,GA,7353000,463952,46966,416986,630,2357,15100,28879,81968,288803,46215
578,1997,GA,7486000,433563,45408,388155,563,2328,15473,27044,81320,262263,44572
579,1998,GA,7642000,417479,43762,373717,618,2322,14308,26514,75720,255459,42538
580,1999,GA,7788240,400968,41585,359383,583,2319,12962,25721,71429,247834,40120
581,2000,GA,8186453,388949,41319,347630,651,1968,13250,25450,68488,240440,38702
582,2001,GA,8405677,389543,41671,347872,598,2180,14402,24491,71799,238484,37589
583,2002,GA,8544005,385830,39271,346559,606,2108,13432,23125,73932,234591,38036
584,2003,GA,8676460,409024,39435,369589,657,2234,14043,22501,79001,247916,43392
585,2004,GA,8918129,416873,40217,376656,613,2387,13656,23561,82992,249426,44238
586,2005,GA,9132553,419259,40725,378534,564,2143,14041,23977,84463,249594,44477
587,2006,GA,9363941,408289,44106,364183,600,2173,15509,25824,85117,235903,43163
588,2007,GA,9544750,419417,47075,372342,717,2178,17340,26839,90690,239058,42594
589,2008,GA,9697838,434560,47461,387099,650,2344,17862,26605,100662,246844,39593
590,2009,GA,9829211,403058,42073,360985,566,2323,14631,24553,98606,229216,33163
591,2010,GA,9712157,392517,39068,353449,555,2107,12372,24034,96947,226161,30341
592,2011,GA,9812460,393997,36762,357235,549,2066,12266,21881,96014,231543,29678
